sentence,sentence_id,cue_span,scope_span,target
"We also showed that this silencer has stronger inhibitory activity in HeLa cells, as compared to K562 human erythroleukemia cells.",1537556,NaN,NaN,0
"In the first approach, stable clones of two B-cell lines carrying an LMP1 gene under the control of an inducible metallothionein promoter were induced to express LMP1 in all cells.",7520093,NaN,NaN,0
A negative role for phosphoinositide 3-kinase in T-cell antigen receptor function.,9115394,NaN,NaN,0
Retinoblastoma protein expression leads to reduced Oct-1 DNA binding activity and enhances interleukin-8 expression.,10437913,NaN,NaN,0
"The GS strain transactivated the promoter in both stimulated and resting T cells, while the Z29 strain increased HIV promoter activity only in stimulated T cells.",1851861,NaN,NaN,0
Two unrearranged TcR delta transcripts had a size similar to that of the functional TcR delta mRNA (2.3 and 1.3 kb) found in TcR gamma/delta+ T lymphocytes.,8386664,NaN,NaN,0
We report here on the identification of a 17 kDa variant of the 14 kDa Id-3 protein termed Id-3L (long version) which possesses a unique 60 amino acid carboxy-terminus generated by read through of a ' coding intron ' and alternative splicing.,8804437,NaN,NaN,0
"NF-X2, which contains members of the AP-1/ATF/CREB families of transcription factors, interacts with the X2 box (5'-TGCGTCA-3') from positions -97 to -91 in the DRA promoter.",9218534,NaN,NaN,0
"PDBu + iono induced equally high IL-2 levels in both groups and, when stimulated with plate-bound anti-CD3 monoclonal antibody (mAb), the IL-2 secretion by neonatal cells was undetectable and adult cells produced low amounts of IL-2 (mean 331 ± 86 pg/ml).",9741337,NaN,NaN,0
The tissue-specific expression of the MOPC 141 immunoglobulin heavy-chain gene was studied by using in vitro transcription.,2109187,NaN,NaN,0
"To ascertain whether the abnormal NF-AT binding activity was related to an impaired function, we transfected patient and control T lymphocytes with constructs containing the reporter gene encoding chloramphenicol acetyl transferase (CAT) under the control of the entire IL2 regulatory region or of multimers of individual enhancer sequences.",8506326,NaN,NaN,0
"The addition of cycloheximide completely blocked the VitD3 induction of CD14 mRNA expression, indicating that the induction was dependent on ongoing protein synthesis.",7682243,NaN,NaN,0
"To better understand the regulation of this pivotal gene, we have analyzed the human genomic DNA sequence upstream of the B29 ATG start codon for transcriptional control activity.",8555489,NaN,NaN,0
"In addition, activation of c-raf kinase was normal.",1351090,NaN,NaN,0
"Since C3a has been shown to induce PGE2 production by monocytes, and PGE2 has been shown to influence cytokine production, we investigated the potential role of PGE2 in C3a-mediated enhancement of LPS- and IL-1beta-induced IL-6 production.",9886419,NaN,NaN,0
"Tax1, a transcriptional trans-activator of the Human T-cell leukemia virus type I (HTLV-I), induces the expression of many cellular genes through interaction with at least three distinct cellular transcription factors; CREB/ATF, NF-kappaB, and SRF.",9160887,NaN,NaN,0
Tip of herpesvirus saimiri associates with Lck and down-regulates Lck-mediated activation.,9175835,NaN,NaN,0
We tested the ability of human TSP 1-chloramphenicol acetyltransferase constructs to respond to serum in stably transfected NIH-3T3 cells.,8444876,NaN,NaN,0
All ER+ and ER- cells tested remained sensitive after treatment with TAM to lysis by LAK cells.,1734946,NaN,NaN,0
T-cell expression of the human GATA-3 gene is regulated by a non-lineage-specific silencer.,10037751,NaN,NaN,0
"Using the 1G5 cell line harbouring the luciferase reporter gene under the control of the HIV-1 LTR, it was first found that culture protein filtrates (CFP) from M. tuberculosis or purified ManLAM could activate HIV-1 LTR-dependent gene expression unlike similarly prepared CFP extracts devoid of ManLAM.",9634075,NaN,NaN,0
"PMA treatment induced CD3 and CD25 (IL-2R) receptors on the parental line and on other ethyl-methanesulfonate-derived subclones, but not on these two mutants.",1351090/X137.4.1,"[(133, 136)]","[133, 157]",1
"Nuclear factor-kappa B (NF-kappa B) plays a broad role in gene regulation, but it is not evident whether NF-kappa B acts as a messenger system for germline C epsilon transcription.",9070319,NaN,NaN,0
"Our data suggest that interferon-alpha /beta-induced tyrosine phosphorylation increases the stability of a preexisting, latent, STAT1-STAT2 signaling complex.",8626752,NaN,NaN,0
Silencing of human fetal globin expression is impaired in the absence of the adult beta-globin gene activator protein EKLF.,8901569,NaN,NaN,0
"Taken together, these observations suggest that HIV gene expression may be activated in infected monocytes through interaction of the cells with complement-opsonized particles and that enhanced viral replication is associated with C3 receptor-mediated nuclear translocation of the NF-kappa B complex.",7594489,NaN,NaN,0
"This indicates that the beneficial effects of ketoconazole in Cushing 's disease are due to adrenal cortisol suppression and not to interaction with GcR of target cells, and that the process of GcR regulation in hMNL is a complex phenomenon awaiting further elucidation.",1888683/X58.9.1,"[(125, 128)]","[125, 168]",1
"Ectopic expression of the dominant negative C/EBP protein LIP inhibited HIV-1 mRNA and virus production in activated U1 cells, demonstrating that C/EBP proteins are required for provirus induction.",8758898,NaN,NaN,0
Chlorinated dibenzo-p-dioxins and dibenzofurans and the human immune system.,8255162,NaN,NaN,0
"The modified vectors were used to transduce human hematopoietic cell lines, cord blood-derived CD34(+) stem/progenitor cells, and murine bone marrow repopulating stem cells.",10233879,NaN,NaN,0
"Double-stimulation was used to demonstrate that, in a T lymphocytic cell line (CEM), phorbol myristate acetate (PMA) rapidly induced NF-kappa B through a signaling pathway which did not involve reactive oxygen species (ROS) and was different from the activation triggered by either H2O2 or tumor necrosis factor-alpha (TNF-alpha).",9350434/X1115.2.1,"[(182, 185)]","[182, 223]",1
"NF-kappaB regulatory effect of alpha-lipoate and N-acetylcysteine appeared to be, at least in part, due to their ability to stabilize elevation of [Ca2+]i following oxidant challenge.",8641467,NaN,NaN,0
The mechanism by which progesterone causes localized suppression of the immune response during pregnancy has remained elusive.,9802971,NaN,NaN,0
"The algorithm was constructed with the aim of identifying segments in Ag which are resistant to proteolytic degradation by the enzymes cathepsin B, L, and D.",1718025,NaN,NaN,0
"Treatment of the more immature B-cell line, Ramos, with phorbol esters rescues the cells from calcium-dependent apoptosis.",8816467,NaN,NaN,0
"In contrast, mild oxidation with glucose oxidase selectively inhibits p75 and p85 binding while not blocking p50 and p55 interactions.",1768652/X95.10.1,"[(96, 99)]","[96, 133]",1
The effects of GDSP were also measured on superoxide formation by activated human neutrophils.,10206480,NaN,NaN,0
"Using magnetic beads with attached DNA containing the Escherichia coli lac operator, fusion proteins comprising the DNA-binding lac repressor could be affinity-purified and recovered by gentle elution conditions, such as with a lactose analogue or by enzymatic means using either deoxyribonuclease (DNase) or restriction endonucleases.",8471167,NaN,NaN,0
"Thus, the novel enhancer element identified in this study is probably a target site for both positive and negative factors.",1986254,NaN,NaN,0
The role of SCL in Steel factor-induced erythroid proliferation was then examined.,7524762,NaN,NaN,0
"In addition, monocytes and IFN-U937 cells both responded to red cells sensitized with antibodies against a variety of specificities of assumed ( although not documented) clinical significance for blood transfusion recipients.",1478011/X193.8.1,"[(154, 157)]","[154, 168]",1
"We conclude, rather, that alpha 4 beta 1 in freshly isolated T cells delivers a distinct signal that synergizes early with signals initiated by TCR/CD3 ligation to induce DNA binding of multiple transcription factors required for cytokine gene induction.",8757316,NaN,NaN,0
"ALD-induced calcium mobilization and PKC activation are independent of tyrosine protein kinase activity as shown by the lack of effect of herbimycin, a tyrosine-protein kinase-specific inhibitor.",7720085/X767.5.1,"[(120, 124)]","[120, 194]",1
One clone (DEG5) also exerted a high and specific cytotoxicity against autologous cells pulsed with BCR1/25.,8095167,NaN,NaN,0
Our findings are compatible with a competitive model of switching in which EKLF mediates an adult stage-specific interaction between the beta-globin gene promoter and the locus control region that excludes the gamma-globin gene.,8901569,NaN,NaN,0
Expression of c-fos and c-jun proteins and AP-1 binding activity during cell cycle progression of HL60 cells and phytohemagglutinin-stimulated lymphocytes.,8641353,NaN,NaN,0
The anaphylatoxins C5a and C3a are involved in the regulation of cytokine production.,9838061,NaN,NaN,0
"The active nuclear form of the NF-kappa B transcription factor complex is composed of two DNA binding subunits, NF-kappa B p65 and NF-kappa B p50, both of which share extensive N-terminal sequence homology with the v-rel oncogene product.",1493333,NaN,NaN,0
No significative changes in EBV latency nor in cell surface marker expression was found.,9794238/X1210.7.1,"[(40, 43)]","[40, 87]",1
We have analysed the effect of mitogenic lectins on c-Fos and c-Jun protein levels as well as on activator protein-1 (AP-1) binding and enhancer activity in Jurkat T-cells.,1510878,NaN,NaN,0
"In contrast, the binding activities of AP-1 and GATA, on the other hand, are increased by LDL.",9125308,NaN,NaN,0
"To test this apparent discrepancy, we realized that HTB and triflusal (but neither aspirin nor salicylate) produced a concentration-dependent inhibition of COX-2 protein expression in peripheral human mononuclear cells.",10101034/X537.5.1,"[(75, 82), (91, 94)]","[75, 105]",1
It has long been a puzzle that MHC class II molecules are expressed in human T cells after activation but not in mouse T cells; this expression is believed to play a role in the cell mediated immune response.,7495759/X696.2.2,"[(106, 109)]","[106, 126]",1
Phorbol myristate acetate induced Egr-1 mRNA expression but forskolin and dibutyryl cyclic AMP did not.,8302296/X314.7.1,"[(99, 102)]","[99, 102]",1
"In addition, IL-6 may play a role in the development of bronchiolitis obliterans after transplantation.",8830832,NaN,NaN,0
Down syndrome (DS) and neuronal ceroid-lypofuscinosis (NCL) are clinically characterized by the premature onset of numerous features normally associated with human aging.,8212965,NaN,NaN,0
"These results indicate that endothelial activation requires continuous presence of LPS, and rBPI21 acts to reverse LPS-mediated endothelial activation by interrupting the on-going LPS signal.",7543076,NaN,NaN,0
"Alveolar macrophages and peripheral blood monocytes are activated when IgE/allergen immune complexes bind to the CD23 receptor, which leads to the production of inflammatory cytokines.",10452760,NaN,NaN,0
"In contrast, activated T lymphocytes from older individuals show a significant reduction in the induction of NF kappa B in response to the same stimuli.",8796372,NaN,NaN,0
"Comparison of tumor specimen from MM precursor lesions, primary tumors, and metastases revealed that CD40 surface expression is down-regulated during tumor progression.",10096561,NaN,NaN,0
"Subnuclear fractionation reveals that there are two ATF1 isoforms which appear to differ with respect to DNA binding activity and partition selectively between nuclear matrix and nonmatrix compartments, consistent with the role of the nuclear matrix in regulating gene expression.",9398163,NaN,NaN,0
These studies suggest that the divergent X2-box of the class II major histocompatibility complex promoters plays an important role in influencing differential expression of the human class II isotypes.,7890777,NaN,NaN,0
"REVs do not encode a transactivator targeted to the viral LTR, and cells infected with Marek 's disease virus, a herpesvirus with an overlapping host range, do not express factors that preferentially enhance expression from REV or avian sarcoma/leukemia virus LTRs.",1332912/X182.4.2,"[(8, 11)]","[8, 61]",1
This regulated interaction may be important for the coordination of lineage-specific effector functions such as lymphokine production with cell cycle progression in activated T cells.,8493578,NaN,NaN,0
B cells were prestimulated with SAC for 48 hrs.,8675228,NaN,NaN,0
Not only functional but also specific binding interactions between CIITA and CBP were demonstrated.,9858618,NaN,NaN,0
"Overexpression of cJun or JunD, but not JunB, also eliminates the requirement for PMA, indicating that many but not all Jun- and Fos-related proteins functionally activate NF-AT-dependent transcription in the presence of the cytoplasmic component.",8428966/X212.8.3,"[(36, 39)]","[36, 44]",1
"In this study, we investigated the effects of a commonly prescribed anti-inflammatory drug, acetyl salicylic acid (ASA), on IL-12 production and Th1 cell development.",9808189,NaN,NaN,0
"This factor consists of two DNA-binding subunits of relative molecular mass 50,000 (50K) associated with two 65K subunits.",2017258,NaN,NaN,0
"In monocytes, lipopolysaccharide induces synthesis and activity of the 85-kDa cytosolic phospholipase A2.",10225377,NaN,NaN,0
"Since salicylates have been reported to inhibit NF-kappa B activation by preventing the degradation of its inhibitor I kappa B, we studied a potential inhibition of this pathway by acetylsalicylate (aspirin) in human umbilical vein endothelial cells (HUVECs).",7534663,NaN,NaN,0
Nonadherent neutrophils were removed by sealing and inverting the culture well.,9344365,NaN,NaN,0
"ALF1 transactivated transcription of Akv MLV through the two E(gre) motifs equally, whereas E2A protein required the promoter-proximal E(gre) motif.",8709209,NaN,NaN,0
We suggest that HSF2-beta acts as a negative regulator of HSF2 activity during hemin-mediated erythroid differentiation of K562 cells.,9182556,NaN,NaN,0
"In Jurkat cells that are not sensitive to H2O2-induced NF-kappaB activation, H2O2 potentiated NF-kappaB activation in the presence of sustained high [Ca2+]i following thapsigargin treatment.",8641467/X919.5.1,"[(25, 28)]","[25, 75]",1
Transcriptional activity of p105 is also increased in infected cells and is also mediated by NF-kappa B through a specific kappa B motif.,7853483,NaN,NaN,0
"When all the asthmatic patients were analyzed together, there was a significant correlation between the degree of sensitivity of T cells to dexamethasone and the clinical responsiveness to prednisolone (p less than 0.01).",1952426,NaN,NaN,0
"Since induction of the IL-2 receptor alpha subunit is a hallmark of lymphocyte activation, we suggest that p21ras naturally triggers B cell activation.",8423993,NaN,NaN,0
"To determine whether the functional defect of the patients ' T cells was due to the absence or abnormal binding of transcription factors involved in cytokine gene expression, electrophoretic mobility shift assays were used to examine the DNA binding of AP-1, Oct, CREB, SP1, NF-kappa B and the nuclear factor of activated T cells (NF-AT) to their respective response elements in the promoter of the IL-2 gene.",8814256,NaN,NaN,0
Thus p59fyn could replace the calcium ionophore but not activation of protein kinase C.,8500615/X261.5.1,"[(52, 55)]","[52, 86]",1
"Acute promyelocytic leukemia (APL) is a specific type of acute myeloid leukemia characterized by the morphology of the blast cells, a specific t(15;17) translocation, and risks of definite coagulopathy.",8801163,NaN,NaN,0
"All sequence motifs within the functional core of HS-40, as mapped by transient expression analysis, appeared to bind a nuclear factor ( s ) in living K562 cells but not in nonerythroid cells.",8455611/X229.10.1,"[(166, 169)]","[166, 191]",1
"Activation of distinct transcription factors in neutrophils by bacterial LPS, interferon-gamma, and GM-CSF and the necessity to overcome the action of endogenous proteases.",9748323,NaN,NaN,0
The Id1 protein was found to repress ALF1 activity in vitro and in vivo.,8709209,NaN,NaN,0
"Immunoelectron microscopy revealed LANDs to be globular, electron-dense structures morphologically distinct from the annular structures characteristic of PML NBs.",8695863,NaN,NaN,0
"In addition, this age-related decrease in induction of nuclear NFkappaB correlated with decrease in intracellular IL-2 receptor expression and anti-CD3-induced proliferation of both memory and naive T cells subsets.",9720648,NaN,NaN,0
"Its expression is restricted to a few cell types, including monocyte/macrophages.",8631821,NaN,NaN,0
Similar results were obtained when mutants of SIVmacMER (a macrophage-competent derivative of SIVmac239) were tested in peripheral blood mononuclear cell and CEMx174 cultures.,8627791,NaN,NaN,0
"Receptors for leukocyte chemoattractants, including chemokines, are traditionally considered to be responsible for the activation of special leukocyte functions such as chemotaxis, degranulation, and the release of superoxide anions.",8723387,NaN,NaN,0
It has been thought that the virally induced inhibition of IFN-MCP is secondary to the shutdown of cellular macromolecular synthesis that accompanies cytopathic virus infections.,7683316,NaN,NaN,0
Triggering of complement receptors CR1 (CD35) and CR3 (CD11b/CD18) induces nuclear translocation of NF-kappa B (p50/p65) in human monocytes and enhances viral replication in HIV-infected monocytic cells.,7594489,NaN,NaN,0
"Propylthiouracil (50 mumol/L) did not affect the action of T3SO4, suggesting that deiodination was not important for this activity of T3SO4.",1533227/X128.9.3,"[(34, 37)]","[34, 64]",1
Nuclear run-off assays and half-life studies showed that accumulation of C/EBP epsilon mRNA by 9-cis RA was due to enhanced transcription.,9376579,NaN,NaN,0
We now show that a mutant motif that exchanges the terminal 3' C for a G fails to bind the p50 homodimer that is upregulated in LPS toler ant human Mono Mac 6 cells.,9442380/X1151.5.1,"[(73, 78)]","[73, 164]",1
Oct2 transactivation from a remote enhancer position requires a B-cell-restricted activity.,1620119,NaN,NaN,0
"p65 was detected in the cytoplasm of FDC, whereas nuclei were negative.",8254185,NaN,NaN,0
"Human T-cell leukemia virus type I (HTLV-I) is the etiologic agent of the adult T-cell leukemia, an aggressive and often fatal malignancy of activated human CD4 T cells.",8289813,NaN,NaN,0
"The expression and activity of NF-kappa B and Sp1 were, therefore, analyzed in isolated T cells and DCs from humans and mice.",7479915,NaN,NaN,0
"Two such clusters were found to have patterns that correlated with variation in cell proliferation rates and with activation of the IFN-regulated signal transduction pathway, respectively.",10430922,NaN,NaN,0
"As early as 2 h after addition of the inhibitor to the culture medium, there was an inhibition of both constitutive activation of NF-kappaB and HIV-1 genome expression.",8627768,NaN,NaN,0
All TCC expressed equal levels of the low-affinity IL-12R beta1 subunit.,8906805,NaN,NaN,0
"In this report, we demonstrate that a novel Ets-related transcription factor, Elf-1, binds specifically to two purine-rich motifs in the HIV-2 enhancer.",1527846,NaN,NaN,0
"The capacity of GH to inhibit LPS-induced TNF-alpha production by monocytes without altering other pathways leading to TNF-alpha production may be of potential relevance in septic shock, since GH is available for clinical use.",9013974/X962.8.3,"[(76, 83)]","[76, 139]",1
"In addition, PEBP2betaMYH11 inhibited neutrophilic differentiation in colonies derived from hematopoietic progenitors.",9751756,NaN,NaN,0
"Since peripheral blood T-lymphocytes express cryptic epitopes for mAb J393, these findings demonstrate the existence of a tightly regulated CD43-mediated pathway for inducing apoptosis in human T-cell lineages.",8910360,NaN,NaN,0
The -326 to -615 region contained positive regulatory elements.,8973354,NaN,NaN,0
Binding of HMG-I(Y) elicits structural changes in a silencer of the human beta-globin gene.,9883803,NaN,NaN,0
"Newly translated STAT1 binds in equilibrium fashion to STAT2 and STAT3, but we show that STAT2 and STAT3 exist in separate heterocomplexes with STAT1, consistent with a model in which STAT1 contains a common binding site for other STAT proteins.",8626752,NaN,NaN,0
This viral reactivation was associated with increased NF-kappaB nuclear translocation in patients' PBMCs.,10235509,NaN,NaN,0
"Down-regulation of NF-kappa B protein levels in activated human lymphocytes by 1,25-dihydroxyvitamin D3 [published erratum appears in Proc Natl Acad Sci U S A 1996 Jan 9;93(1):524]",7479923,NaN,NaN,0
C3/5 cells developed specific proliferation and cytotoxicity when challenged with peptide-pulsed lymphoblastic cell lines and peripheral blood lymphocytes from the four DR11(+) APL patients.,9816208,NaN,NaN,0
Changes of any cysteine residue of the hRAR alpha-LBD had no significant influence on the binding of all-trans RA or 9-cis RA.,8816450,NaN,NaN,0
"This increased adhesion was suppressed by the addition of anti-CD18 antibody (157.6+/-25.1 cells/mm2, n = 8, P < 0.01) and by pretreatment with 10(-7) M dexamethasone (207.9+/-31.5 cells/mm2, n = 10, P < 0.01).",9344365,NaN,NaN,0
"In this report, we demonstrate that the corresponding mutations in murine calcineurin render the T cell receptor signal transduction cascade CsA resistant in human Jurkat T cells.",8794888,NaN,NaN,0
The nuclear pool of I(kappa)B(alpha) showed a higher stability than cytosolic I(kappa)B(alpha) and was partially independent of the resynthesis of the protein.,10102628,NaN,NaN,0
Mutation of a 20-base pair sequence of the gamma-gene 5'-untranslated region (UTR) led to derepression of beta-promoter activity.,7759548,NaN,NaN,0
IL-2-mediated cell cycle progression and inhibition of apoptosis does not require NF-kappa B or activating protein-1 activation in primary human T cells.,10092783/X532.1.1,"[(70, 73)]","[70, 152]",1
"While in most cell types, activation requires interaction of Tat with the unusual transcription element TAR, astrocytic glial cells support TAR-independent transactivation of HIV-1 transcription by Tat.",8189531,NaN,NaN,0
CONCLUSION: These studies suggest that RA can augment IL-2 mRNA production by T cells with a possible paracrine effect on IL-2R-alpha expression.,9130512,NaN,NaN,0
An enhancer-blocking element between alpha and delta gene segments within the human T cell receptor alpha/delta locus.,9144218,NaN,NaN,0
Our results demonstrate that IL-10 can inhibit the induction of NF-kappa B/Rel nuclear activity in CD3-stimulated T lymphocytes.,8690900,NaN,NaN,0
"In previous studies, we identified calcineurin mutations that block binding by the cyclophilin A/CsA or FKBP12/FK506 complexes and thereby render yeast cells resistant to the antifungal effects of CsA or FK506.",8794888,NaN,NaN,0
"While the maternally derived X chromosome was preferentially active in the asymptomatic twin, the paternal X chromosome was active in the other, affected twin and was found in her hemizygotic nephew.",8863162,NaN,NaN,0
FK506 and cyclosporin A block translocation of the cytoplasmic component without affecting synthesis of the nuclear subunit.,1715516/X54.8.1,"[(73, 80)]","[73, 123]",1
"Also in the current study, binding activity to the CD28RE/AP-1 sequence of the IL-2 promoter is evaluated.",9233628,NaN,NaN,0
The effect of toremifene therapy on serum immunoglobulin levels in breast cancer.,1832547,NaN,NaN,0
"Transactivation by CIITA, the type II bare lymphocyte syndrome-associated factor, requires participation of multiple regions of the TATA box binding protein.",9177216,NaN,NaN,0
All three cell lines expressed vitamin D receptor and had increased levels of IL-1 beta mRNA in response to LPS.,1645452,NaN,NaN,0
The most extensively studied phenomenon is the progressive decline in the proliferative capacities of T lymphocytes with aging.,8977934,NaN,NaN,0
"After T cell activation, the phosphorylation of Rb results in the release of Elf-1, which is correlated temporally with the activation of Elf-1-mediated transcription.",8493578,NaN,NaN,0
"Besides PAO, other inhibitors of PTPase, including pervanadate and diamide, also blocked TNF-dependent NF-kappa B activation and induction of all the three adhesion proteins.",9341756,NaN,NaN,0
Enhanced turnover of IkappaBalpha and the accumulation of NF-kappaB/Rel proteins may contribute to the chronically activated state of HIV-1-infected cells.,8764027,NaN,NaN,0
"Expression of the human immunodeficiency virus type 1 (HIV) protease in cultured cells leads to apoptosis, preceded by cleavage of bcl-2, a key negative regulator of cell death.",8790371,NaN,NaN,0
We show that repression is strongly dependent on the type of enhancer present in the reporter plasmid as well as on the cell line tested.,8663230,NaN,NaN,0
The involvement of p21(ras) in the regulation of calcium-dependent signals has been suggested through analysis of its role in the activation of NF-AT.,8887687,NaN,NaN,0
"ETS1, NFkappaB and AP1 synergistically transactivate the human GM-CSF promoter.",9190901,NaN,NaN,0
"In our previous study, we demonstrated a major positive regulatory role for GATA-1 and a negative regulatory role for GATA-2 in MBP gene transcription.",10438731,NaN,NaN,0
"We have previously shown that a DNA-binding factor specific to adult hematopoietic cells (polypryrimidine-binding factor, PYBF) binds to a pyrimidine-rich region 1 kb upstream from the human delta-globin-encoding gene (HBD).",8654951,NaN,NaN,0
Induction of human immunodeficiency virus type 1 expression in monocytic cells by Cryptococcus neoformans and Candida albicans.,9237716,NaN,NaN,0
The fact that BCL-6 rearrangements identify biologically and clinically distinct subsets of DLCL suggests that these lesions may be useful as markers in selection of differential therapeutic strategies based on different risk groups.,7587061,NaN,NaN,0
"Five T-cell clones specific for a T-cell epitope located at the carboxyterminal region of HBxAg were established and found to belong to the CD2/CD4-positive, CD8-negative subtype.",1707027,NaN,NaN,0
"Furthermore, we demonstrated by western blot analysis that neutrophils express an alternatively spliced variant of the pituitary transcription factor Pit-1, designated Pit-1b.",9322967,NaN,NaN,0
Transient transfection studies demonstrate further that TCR-stimulated activation of the Ras signaling pathway is required for optimal activation of CD95 ligand.,9144472,NaN,NaN,0
"Using homologous recombination, both EKLF alleles in murine embryonic stem (ES) cells were inactivated.",9242564,NaN,NaN,0
Chloramphenicol acetyltransferase (CAT) activities directed by 5' upstream promoter were detected preferentially in perforin-expressing cell lines.,8871649,NaN,NaN,0
One of the viral proteins involved in this process might be the Tat protein.,8446774,NaN,NaN,0
Confirmation of the unique significance of zinc for immune function provides a better understanding of the mechanisms of specific zinc-mediated immune modulation.,8980878,NaN,NaN,0
Induction of Cepsilon germline transcripts by IL-4 in B cells that lack the gammac chain may involve signaling via the IL-13R.,9159166/X1023.5.2,"[(67, 71)]","[67, 88]",1
Function of NF-kappa B/Rel binding sites in the major histocompatibility complex class II invariant chain promoter is dependent on cell-specific binding of different NF-kappa B/Rel subunits.,8164652,NaN,NaN,0
Results from site-directed mutations and electrophoretic mobility shift assays strongly suggest that this sequence mediates the ionomycin-induced activation of the TCRG enhancer.,8566023,NaN,NaN,0
Soluble factors secreted by activated T-lymphocytes modulate the transcription of the immunosuppressive cytokine TGF-beta 2 in glial cells.,8872606,NaN,NaN,0
The aim of the present study was to investigate the effects of oxidized LDL (oxLDL) on the NF-kappa B system in human THP-1 monocytic cells as well as adherent monocytes.,9351352,NaN,NaN,0
Nuclear NF-ATp is a hallmark of unstimulated B cells from B-CLL patients.,9031090,NaN,NaN,0
Jun is essential for activation-induced transcription and binds preferably as a heterodimer with ATF-2.,8943243,NaN,NaN,0
This region contains binding sites for the cAMP response element-binding protein/activation transcription factor (CREB/ATF) and Sp1 families of transcription factors.,9725220,NaN,NaN,0
PKB is activated in response to triggering of the T cell antigen receptor; PtdIns 3-kinase activity is both required and sufficient for this TCR response.,9796702,NaN,NaN,0
"The nuclear factor kappaB (NF-kappaB) is thought to be crucially involved in the gene activation of several cytokines, including tumor necrosis factor alpha (TNF).",9009221,NaN,NaN,0
TCF-1 belongs to the family of transcription-regulating proteins which share a region of homology termed the HMG-box.,1836958,NaN,NaN,0
Phosphorylation and degradation of the cytoplasmic inhibitor I kappa B alpha are crucial regulatory events in the activation of NF-kappa B DNA-binding activity.,7565415,NaN,NaN,0
"The expression of c-fos, c-jun and jun B proto-oncogenes was studied in phytohemagglutinin (PHA) activated peripheral blood lymphocytes (PBL) from young and aged humans.",1434944,NaN,NaN,0
We have identified a negative regulatory element located in the region between -685 and -395.,9052735,NaN,NaN,0
the transcriptional inducibility of the HIV long terminal repeat (which contains two potential NF-kappa B binding sites) by phorbol ester (PMA) is inhibited when it is co-transfected into CD4+ T cells with the delta SP mutant.,1675604,NaN,NaN,0
"Here, we describe the characterization of an alternatively spliced variant of Spi-B, named deltaSpi-B, which has lost the Ets domain.",8670269,NaN,NaN,0
METHODS: CD23 was cross-linked in human monocytes and U937 cells with IgE immune complexes.,10452760,NaN,NaN,0
We found that they reduced the initial interleukin-1beta mRNA transcription rate through prevention of degradation of inhibitor-kappaB alpha.,10225377,NaN,NaN,0
"Moreover, the high expression level of c-myc, characteristic of the parental MPC11 cells carrying the t(12;15) translocation, is down-regulated in the hybrids to that in unfused fibroblasts.",9188842,NaN,NaN,0
"In contrast, analysis of pp90rsk activity by phosphorylation of a peptide derived from S6 protein demonstrated stimulation of this kinase in TPA-treated U-937, and not TUR, cells.",8018558/X839.11.1,"[(164, 167)]","[164, 171]",1
"Its 50% effective and cytotoxic concentrations were 0.016 and 2.2 microg/ml in PMA-stimulated U1 cells, respectively.",9764907,NaN,NaN,0
"Using a structure-function mutagenesis approach, two tyrosine residues (Tyr427 and Tyr477) in the intracellular domain of the murine IL-10 receptor were found to be redundantly required for receptor function and for activation of Stat3 but not for Stat1 or Stat5.",8910398/X450.6.1,"[(240, 243)]","[240, 262]",1
"We have recently identified and cloned a human transcription factor, TCF-1, that binds to a functional element in the T lymphocyte-specific enhancer of CD3-epsilon.",1827138,NaN,NaN,0
Isolation and characterization of murine fra-1: induction mediated by CD40 and surface Ig is protein kinase C dependent.,8892610,NaN,NaN,0
These findings suggest that Zp responds directly to changes in the activity of both PKC and calcium/calmodulin-dependent protein kinase.,8291228,NaN,NaN,0
The base exchange at -509 (from the transcription initiation site) in the TGF-beta promoter also linked to elevated total IgE (p < 0.01).,9847292,NaN,NaN,0
"To understand the mechanism by which PRL regulates the biphasic expression of IRF-1, we cloned the rat IRF-1 gene and functionally characterized the IRF-1 promoter.",8015552,NaN,NaN,0
"The effect of the mAb towards NF-kappa B activation was rapid, as it occurred within 20 min, and was sustained for up to 6 h.",7589085,NaN,NaN,0
Cellular regulation of BZLF1 transcription is therefore thought to play a key role in regulating the stringency of viral latency.,8799177,NaN,NaN,0
"One 63-kDa isoform, termed I kappa B gamma-1, which lacks 59 amino acids C-terminal to ankyrin repeat 7, has a novel 35-amino acid C terminus encoded by an alternative reading frame of the p105 gene.",8183915/X867.4.1,"[(52, 57)]","[52, 103]",1
"We have therefore examined the cellular metabolism, disposition and conjugation of SMX and its metabolites in vitro.",10217534,NaN,NaN,0
These findings indicate that antisense oligomers to p65 can be used to define the role of NF-kappa B in the activation pathways of neutrophils.,8101106,NaN,NaN,0
"Slight differences in the sequence of the core SRF binding site compared with that of the classical c-Fos promoter serum response element, together with differences in the spacing between the SRF and ETS motifs, appear to account for the inability of the SCMV SNEs to respond to serum induction.",8970984,NaN,NaN,0
The remaining 86% correspond to unknown genes of which 92% have been confirmed to be differentially expressed.,9828130,NaN,NaN,0
A transcriptional regulatory element is associated with a nuclease-hypersensitive site in the pol gene of human immunodeficiency virus type 1.,8139041,NaN,NaN,0
cDNA clones for the human erythroid ALAS isozyme were isolated from a fetal liver library.,2050125,NaN,NaN,0
"In this study, we investigated the role of these transcription factors in uninduced and LPS-induced TF gene expression in human monocytic THP-1 cells.",9081693,NaN,NaN,0
